star_date,name,url,repo
2019-12-15T19:48:56Z,uvicorn,https://github.com/encode/uvicorn,encode/uvicorn
2019-12-12T05:45:45Z,ajv-errors,https://github.com/ajv-validator/ajv-errors,ajv-validator/ajv-errors
2019-12-10T00:59:39Z,jupyterlab-recents,https://github.com/NERSC/jupyterlab-recents,NERSC/jupyterlab-recents
2019-12-07T18:35:28Z,automerge,https://github.com/automerge/automerge,automerge/automerge
2019-12-07T17:52:20Z,cocalc,https://github.com/sagemathinc/cocalc,sagemathinc/cocalc
2019-12-07T01:50:11Z,bamboolib,https://github.com/tkrabel/bamboolib,tkrabel/bamboolib
2019-12-01T22:45:24Z,react-syntax-highlighter,https://github.com/react-syntax-highlighter/react-syntax-highlighter,react-syntax-highlighter/react-syntax-highlighter
2019-12-01T22:33:25Z,react-ace,https://github.com/securingsincity/react-ace,securingsincity/react-ace
2019-12-01T22:19:12Z,react-toastify,https://github.com/fkhadra/react-toastify,fkhadra/react-toastify
2019-11-30T16:25:13Z,react-d3-graph,https://github.com/danielcaldas/react-d3-graph,danielcaldas/react-d3-graph
2019-11-29T00:24:57Z,xai,https://github.com/EthicalML/xai,EthicalML/xai
2019-11-28T02:01:03Z,gather,https://github.com/microsoft/gather,microsoft/gather
2019-11-26T05:47:47Z,data-science-process-management,https://github.com/jeongyoonlee/data-science-process-management,jeongyoonlee/data-science-process-management
2019-11-25T06:38:45Z,python-is-cool,https://github.com/chiphuyen/python-is-cool,chiphuyen/python-is-cool
2019-11-25T06:38:31Z,machine-learning-systems-design,https://github.com/chiphuyen/machine-learning-systems-design,chiphuyen/machine-learning-systems-design
2019-11-21T03:23:20Z,generate-schema,https://github.com/nijikokun/generate-schema,nijikokun/generate-schema
2019-11-19T04:01:38Z,react-virtualized,https://github.com/bvaughn/react-virtualized,bvaughn/react-virtualized
2019-11-18T05:59:39Z,30-seconds-of-css,https://github.com/30-seconds/30-seconds-of-css,30-seconds/30-seconds-of-css
2019-11-18T05:58:50Z,30-seconds-of-python,https://github.com/30-seconds/30-seconds-of-python,30-seconds/30-seconds-of-python
2019-11-02T03:43:42Z,kit,https://github.com/go-kit/kit,go-kit/kit
2019-11-02T03:01:54Z,nbcommands,https://github.com/vinayak-mehta/nbcommands,vinayak-mehta/nbcommands
2019-10-30T15:56:23Z,mlflow-faculty,https://github.com/facultyai/mlflow-faculty,facultyai/mlflow-faculty
2019-10-16T02:47:05Z,Garlic.js,https://github.com/guillaumepotier/Garlic.js,guillaumepotier/Garlic.js
2019-10-16T02:42:01Z,timeago.js,https://github.com/hustcc/timeago.js,hustcc/timeago.js
2019-10-12T01:58:34Z,datmo,https://github.com/datmo/datmo,datmo/datmo
2019-10-10T23:12:15Z,nbstripout,https://github.com/kynan/nbstripout,kynan/nbstripout
2019-10-10T05:23:49Z,diff2html,https://github.com/rtfpessoa/diff2html,rtfpessoa/diff2html
2019-10-09T03:12:32Z,fx,https://github.com/antonmedv/fx,antonmedv/fx
2019-10-08T03:04:48Z,localstack,https://github.com/localstack/localstack,localstack/localstack
2019-10-06T14:09:28Z,brotli,https://github.com/google/brotli,google/brotli
2019-10-03T07:26:09Z,piping-server,https://github.com/nwtgck/piping-server,nwtgck/piping-server
2019-10-03T05:45:57Z,atomic,https://github.com/projectatomic/atomic,projectatomic/atomic
2019-09-30T00:38:38Z,jupyterlab-pkginstaller,https://github.com/jupytercalpoly/jupyterlab-pkginstaller,jupytercalpoly/jupyterlab-pkginstaller
2019-09-22T21:43:01Z,ml-workspace,https://github.com/ml-tooling/ml-workspace,ml-tooling/ml-workspace
2019-09-22T21:24:44Z,nbopen,https://github.com/takluyver/nbopen,takluyver/nbopen
2019-09-16T02:41:10Z,bake,https://github.com/kennethreitz-archive/bake,kennethreitz-archive/bake
2019-09-16T02:20:14Z,delegator.py,https://github.com/amitt001/delegator.py,amitt001/delegator.py
2019-09-16T01:03:31Z,python-guide,https://github.com/realpython/python-guide,realpython/python-guide
2019-09-14T01:25:37Z,jupyterlab-plugin,https://github.com/dotmesh-io/jupyterlab-plugin,dotmesh-io/jupyterlab-plugin
2019-09-14T01:24:41Z,jupyterlab_celltools,https://github.com/lsst-epo/jupyterlab_celltools,lsst-epo/jupyterlab_celltools
2019-09-14T01:23:52Z,jupyterlab-codecellbtn,https://github.com/ibqn/jupyterlab-codecellbtn,ibqn/jupyterlab-codecellbtn
2019-09-13T23:46:35Z,monaco-editor,https://github.com/microsoft/monaco-editor,microsoft/monaco-editor
2019-09-13T23:29:33Z,bash-logger,https://github.com/progrhyme/bash-logger,progrhyme/bash-logger
2019-09-13T03:53:44Z,RxJava,https://github.com/ReactiveX/RxJava,ReactiveX/RxJava
2019-09-11T04:12:14Z,Bash-Snippets,https://github.com/alexanderepstein/Bash-Snippets,alexanderepstein/Bash-Snippets
2019-09-11T03:50:45Z,udocker,https://github.com/indigo-dc/udocker,indigo-dc/udocker
2019-09-11T02:55:06Z,buildah,https://github.com/containers/buildah,containers/buildah
2019-09-11T01:23:50Z,bash-oo-framework,https://github.com/niieani/bash-oo-framework,niieani/bash-oo-framework
2019-09-10T04:03:36Z,dotmesh,https://github.com/dotmesh-io/dotmesh,dotmesh-io/dotmesh
2019-09-10T00:27:18Z,timekeeper,https://github.com/vesln/timekeeper,vesln/timekeeper
2019-09-09T07:23:01Z,outline,https://github.com/outline/outline,outline/outline
2019-09-06T04:25:11Z,sagify,https://github.com/Kenza-AI/sagify,Kenza-AI/sagify
2019-09-05T03:37:20Z,storybook,https://github.com/storybookjs/storybook,storybookjs/storybook
2019-09-04T06:15:27Z,pull-requests,https://github.com/jupyterlab/pull-requests,jupyterlab/pull-requests
2019-08-24T15:02:30Z,swifter,https://github.com/jmcarpenter2/swifter,jmcarpenter2/swifter
2019-08-01T06:47:45Z,jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,jupyterhub/jupyter-server-proxy
2019-07-31T16:28:35Z,kaniko,https://github.com/GoogleContainerTools/kaniko,GoogleContainerTools/kaniko
2019-07-26T19:20:59Z,csv-schema,https://github.com/timwis/csv-schema,timwis/csv-schema
2019-07-26T03:52:11Z,nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,Anaconda-Platform/nb_conda_kernels
2019-07-24T19:40:01Z,react-diff-viewer,https://github.com/praneshr/react-diff-viewer,praneshr/react-diff-viewer
2019-07-23T21:33:47Z,ntfy,https://github.com/dschep/ntfy,dschep/ntfy
2019-07-19T05:44:58Z,Rocket.Chat,https://github.com/RocketChat/Rocket.Chat,RocketChat/Rocket.Chat
2019-07-19T04:10:44Z,polyaxon,https://github.com/polyaxon/polyaxon,polyaxon/polyaxon
2019-07-17T02:49:58Z,puppeteer,https://github.com/puppeteer/puppeteer,puppeteer/puppeteer
2019-07-11T05:18:55Z,metrics-server,https://github.com/kubernetes-sigs/metrics-server,kubernetes-sigs/metrics-server
2019-07-10T20:03:07Z,vector,https://github.com/Netflix/vector,Netflix/vector
2019-07-06T07:36:32Z,nbpdfexport,https://github.com/yuvipanda/nbpdfexport,yuvipanda/nbpdfexport
2019-07-01T04:45:54Z,uppy,https://github.com/transloadit/uppy,transloadit/uppy
2019-07-01T04:39:49Z,node-retry,https://github.com/tim-kos/node-retry,tim-kos/node-retry
2019-06-30T06:36:18Z,cadvisor,https://github.com/google/cadvisor,google/cadvisor
2019-06-29T00:38:40Z,code-server,https://github.com/cdr/code-server,cdr/code-server
2019-06-28T03:56:39Z,nameko,https://github.com/nameko/nameko,nameko/nameko
2019-06-26T15:41:44Z,filebrowser,https://github.com/filebrowser/filebrowser,filebrowser/filebrowser
2019-06-25T14:47:16Z,ctop,https://github.com/bcicen/ctop,bcicen/ctop
2019-06-23T18:16:25Z,stern,https://github.com/wercker/stern,wercker/stern
2019-06-22T21:37:07Z,forbiddenfruit,https://github.com/clarete/forbiddenfruit,clarete/forbiddenfruit
2019-06-22T21:32:23Z,react-mosaic,https://github.com/nomcopter/react-mosaic,nomcopter/react-mosaic
2019-06-21T06:11:55Z,node-casbin,https://github.com/casbin/node-casbin,casbin/node-casbin
2019-06-14T02:29:03Z,pandleau,https://github.com/bwiley1/pandleau,bwiley1/pandleau
2019-06-13T22:59:51Z,voila-gridstack,https://github.com/voila-dashboards/voila-gridstack,voila-dashboards/voila-gridstack
2019-06-13T04:42:01Z,system-design-primer,https://github.com/donnemartin/system-design-primer,donnemartin/system-design-primer
2019-06-13T04:41:19Z,software-architect-roadmap,https://github.com/AlaaAttya/software-architect-roadmap,AlaaAttya/software-architect-roadmap
2019-06-12T02:23:34Z,voila,https://github.com/voila-dashboards/voila,voila-dashboards/voila
2019-06-08T05:48:48Z,gaia,https://github.com/gaia-pipeline/gaia,gaia-pipeline/gaia
2019-06-08T05:19:08Z,jupyterlab_api_ext,https://github.com/fcollonval/jupyterlab_api_ext,fcollonval/jupyterlab_api_ext
